0.001250	0.003630
0.003750	0.010889
0.006250	0.018147
0.008750	0.025403
0.011250	0.032657
0.013750	0.039907
0.016250	0.047153
0.018750	0.054393
0.021250	0.061628
0.023750	0.068856
0.026250	0.076077
0.028750	0.083289
0.031250	0.090491
0.033750	0.097684
0.036250	0.104865
0.038750	0.112034
0.041250	0.119189
0.043750	0.126330
0.046250	0.133456
0.048750	0.140565
0.051250	0.147656
0.053750	0.154728
0.056250	0.161780
0.058750	0.168810
0.061250	0.175816
0.063750	0.182798
0.066250	0.189754
0.068750	0.196682
0.071250	0.203581
0.073750	0.210448
0.076250	0.217283
0.078750	0.224082
0.081250	0.230845
0.083750	0.237569
0.086250	0.244252
0.088750	0.250892
0.091250	0.257487
0.093750	0.264034
0.096250	0.270532
0.098750	0.276978
0.101250	0.283369
0.103750	0.289704
0.106250	0.295980
0.108750	0.302195
0.111250	0.308346
0.113750	0.314432
0.116250	0.320450
0.118750	0.326398
0.121250	0.332274
0.123750	0.338077
0.126250	0.343805
0.128750	0.349457
0.131250	0.355032
0.133750	0.360529
0.136250	0.365947
0.138750	0.371288
0.141250	0.376550
0.143750	0.381734
0.146250	0.386842
0.148750	0.391875
0.151250	0.396834
0.153750	0.401722
0.156250	0.406540
0.158750	0.411292
0.161250	0.415981
0.163750	0.420610
0.166250	0.425182
0.168750	0.429702
0.171250	0.434171
0.173750	0.438596
0.176250	0.442978
0.178750	0.447322
0.181250	0.451632
0.183750	0.455911
0.186250	0.460162
0.188750	0.464388
0.191250	0.468593
0.193750	0.472780
0.196250	0.476950
0.198750	0.481106
0.201250	0.485250
0.203750	0.489383
0.206250	0.493509
0.208750	0.497627
0.211250	0.501739
0.213750	0.505846
0.216250	0.509950
0.218750	0.514050
0.221250	0.518147
0.223750	0.522243
0.226250	0.526336
0.228750	0.530428
0.231250	0.534519
0.233750	0.538610
0.236250	0.542699
0.238750	0.546788
0.241250	0.550877
0.243750	0.554965
0.246250	0.559052
0.248750	0.563139
0.251250	0.567226
0.253750	0.571312
0.256250	0.575398
0.258750	0.579484
0.261250	0.583569
0.263750	0.587653
0.266250	0.591737
0.268750	0.595820
0.271250	0.599903
0.273750	0.603985
0.276250	0.608066
0.278750	0.612146
0.281250	0.616225
0.283750	0.620304
0.286250	0.624381
0.288750	0.628458
0.291250	0.632533
0.293750	0.636606
0.296250	0.640679
0.298750	0.644750
0.301250	0.648820
0.303750	0.652887
0.306250	0.656954
0.308750	0.661018
0.311250	0.665081
0.313750	0.669141
0.316250	0.673199
0.318750	0.677255
0.321250	0.681308
0.323750	0.685359
0.326250	0.689407
0.328750	0.693453
0.331250	0.697495
0.333750	0.701534
0.336250	0.705569
0.338750	0.709601
0.341250	0.713629
0.343750	0.717653
0.346250	0.721673
0.348750	0.725688
0.351250	0.729698
0.353750	0.733703
0.356250	0.737703
0.358750	0.741697
0.361250	0.745685
0.363750	0.749666
0.366250	0.753640
0.368750	0.757608
0.371250	0.761567
0.373750	0.765518
0.376250	0.769461
0.378750	0.773394
0.381250	0.777318
0.383750	0.781230
0.386250	0.785132
0.388750	0.789022
0.391250	0.792899
0.393750	0.796763
0.396250	0.800612
0.398750	0.804446
0.401250	0.808263
0.403750	0.812063
0.406250	0.815844
0.408750	0.819605
0.411250	0.823345
0.413750	0.827062
0.416250	0.830754
0.418750	0.834421
0.421250	0.838059
0.423750	0.841667
0.426250	0.845243
0.428750	0.848785
0.431250	0.852290
0.433750	0.855755
0.436250	0.859178
0.438750	0.862555
0.441250	0.865885
0.443750	0.869162
0.446250	0.872385
0.448750	0.875548
0.451250	0.878649
0.453750	0.881683
0.456250	0.884645
0.458750	0.887532
0.461250	0.890339
0.463750	0.893061
0.466250	0.895694
0.468750	0.898234
0.471250	0.900675
0.473750	0.903013
0.476250	0.905245
0.478750	0.907367
0.481250	0.909375
0.483750	0.911267
0.486250	0.913039
0.488750	0.914692
0.491250	0.916224
0.493750	0.917635
0.496250	0.918927
0.498750	0.920101
0.501250	0.921160
0.503750	0.922109
0.506250	0.922952
0.508750	0.923695
0.511250	0.924344
0.513750	0.924906
0.516250	0.925387
0.518750	0.925796
0.521250	0.926140
0.523750	0.926426
0.526250	0.926661
0.528750	0.926852
0.531250	0.927006
0.533750	0.927128
0.536250	0.927224
0.538750	0.927298
0.541250	0.927354
0.543750	0.927396
0.546250	0.927427
0.548750	0.927449
0.551250	0.927464
0.553750	0.927474
0.556250	0.927481
0.558750	0.927484
0.561250	0.927486
0.563750	0.927486
0.566250	0.927486
0.568750	0.927485
0.571250	0.927483
0.573750	0.927481
0.576250	0.927480
0.578750	0.927478
0.581250	0.927477
0.583750	0.927475
0.586250	0.927474
0.588750	0.927473
0.591250	0.927471
0.593750	0.927470
0.596250	0.927469
0.598750	0.927468
0.601250	0.927468
0.603750	0.927467
0.606250	0.927466
0.608750	0.927466
0.611250	0.927465
0.613750	0.927464
0.616250	0.927464
0.618750	0.927464
0.621250	0.927464
0.623750	0.927463
0.626250	0.927463
0.628750	0.927462
0.631250	0.927462
0.633750	0.927462
0.636250	0.927462
0.638750	0.927462
0.641250	0.927461
0.643750	0.927461
0.646250	0.927461
0.648750	0.927461
0.651250	0.927460
0.653750	0.927460
0.656250	0.927460
0.658750	0.927460
0.661250	0.927460
0.663750	0.927459
0.666250	0.927459
0.668750	0.927459
0.671250	0.927459
0.673750	0.927459
0.676250	0.927459
0.678750	0.927459
0.681250	0.927459
0.683750	0.927459
0.686250	0.927459
0.688750	0.927459
0.691250	0.927459
0.693750	0.927459
0.696250	0.927459
0.698750	0.927458
0.701250	0.927458
0.703750	0.927458
0.706250	0.927458
0.708750	0.927458
0.711250	0.927458
0.713750	0.927458
0.716250	0.927458
0.718750	0.927458
0.721250	0.927458
0.723750	0.927458
0.726250	0.927458
0.728750	0.927458
0.731250	0.927458
0.733750	0.927458
0.736250	0.927458
0.738750	0.927458
0.741250	0.927458
0.743750	0.927458
0.746250	0.927458
0.748750	0.927458
0.751250	0.927458
0.753750	0.927458
0.756250	0.927458
0.758750	0.927458
0.761250	0.927458
0.763750	0.927458
0.766250	0.927458
0.768750	0.927458
0.771250	0.927458
0.773750	0.927458
0.776250	0.927458
0.778750	0.927459
0.781250	0.927458
0.783750	0.927459
0.786250	0.927459
0.788750	0.927458
0.791250	0.927457
0.793750	0.927450
0.796250	0.927411
0.798750	0.927212
0.801250	0.926188
0.803750	0.920977
0.806250	0.895629
0.808750	0.794289
0.811250	0.560014
0.813750	0.311568
0.816250	0.172590
0.818750	0.122084
0.821250	0.108537
0.823750	0.105630
0.826250	0.105150
0.828750	0.105151
0.831250	0.105239
0.833750	0.105342
0.836250	0.105447
0.838750	0.105555
0.841250	0.105669
0.843750	0.105794
0.846250	0.105934
0.848750	0.106093
0.851250	0.106275
0.853750	0.106485
0.856250	0.106722
0.858750	0.106989
0.861250	0.107282
0.863750	0.107598
0.866250	0.107928
0.868750	0.108263
0.871250	0.108591
0.873750	0.108898
0.876250	0.109170
0.878750	0.109393
0.881250	0.109551
0.883750	0.109634
0.886250	0.109633
0.888750	0.109541
0.891250	0.109356
0.893750	0.109080
0.896250	0.108717
0.898750	0.108273
0.901250	0.107757
0.903750	0.107179
0.906250	0.106545
0.908750	0.105864
0.911250	0.105139
0.913750	0.104371
0.916250	0.103560
0.918750	0.102700
0.921250	0.101785
0.923750	0.100804
0.926250	0.099747
